doc_id	paragraph_id	sentence_id	sentence	start	end	term_id	token_id	token	lemma	upos	xpos	feats	head_token_id	dep_rel	deps	misc
doc460	1	1	society	1	7	1	1	society	society	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc461	1	1	power	1	5	1	1	power	power	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc462	1	1	polling	1	7	1	1	polling	poll	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc463	1	1	sleep	1	5	1	1	sleep	sleep	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc464	1	1	sinners	1	7	1	1	sinners	sinner	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc465	1	1	sin	1	3	1	1	sin	sin	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc466	1	1	senator	1	7	1	1	senator	senator	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc467	1	1	wolf	1	4	1	1	wolf	wolf	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc468	1	1	whites	1	6	1	1	whites	whites	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc469	1	1	utility	1	7	1	1	utility	utility	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc470	1	1	us	1	2	1	1	us	we	PRON	PRP	Case=Acc|Number=Plur|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc471	1	1	uncle	1	5	1	1	uncle	uncle	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc472	1	1	twitter	1	7	1	1	twitter	twitter	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc473	1	1	trump	1	5	1	1	trump	trump	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc474	1	1	tite	1	4	1	1	tite	tite	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc475	1	1	time	1	4	1	1	time	time	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc476	1	1	taylor	1	6	1	1	taylor	taylor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc477	1	1	tag	1	3	1	1	tag	tag	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc478	1	1	sutters	1	7	1	1	sutters	sutter	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc479	1	1	students	1	8	1	1	students	student	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc480	1	1	speaker	1	7	1	1	speaker	speaker	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc481	1	1	salou	1	5	1	1	salou	salou	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc482	1	1	rock	1	4	1	1	rock	rock	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc483	1	1	robertson	1	9	1	1	robertson	robertson	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc484	1	1	republicans	1	11	1	1	republicans	republican	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc485	1	1	relief	1	6	1	1	relief	relief	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc486	1	1	recognition	1	11	1	1	recognition	recognition	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc487	1	1	psychologists	1	13	1	1	psychologists	psychologist	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc488	1	1	psyche	1	6	1	1	psyche	psyche	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc489	1	1	prosecutors	1	11	1	1	prosecutors	prosecutor	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc490	1	1	prosecutor	1	10	1	1	prosecutor	prosecutor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc491	1	1	price	1	5	1	1	price	price	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc492	1	1	politicians	1	11	1	1	politicians	politician	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc493	1	1	pimples	1	7	1	1	pimples	pimple	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc494	1	1	chief	1	5	1	1	chief	chief	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc495	1	1	parents	1	7	1	1	parents	parent	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc496	1	1	oppressors	1	10	1	1	oppressors	oppressor	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc497	1	1	norden	1	6	1	1	norden	norden	ADV	RB	NA	0	root	NA	SpacesAfter=\n
doc498	1	1	muslims	1	7	1	1	muslims	muslim	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc499	1	1	music	1	5	1	1	music	music	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc500	1	1	mr	1	2	1	1	mr	mr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc501	1	1	momma	1	5	1	1	momma	momma	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc502	1	1	miss	1	4	1	1	miss	miss	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc503	1	1	manager	1	7	1	1	manager	manager	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc504	1	1	man	1	3	1	1	man	man	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc505	1	1	lust	1	4	1	1	lust	lust	ADJ	JJS	Degree=Sup	0	root	NA	SpacesAfter=\n
doc506	1	1	law	1	3	1	1	law	law	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc507	1	1	labor	1	5	1	1	labor	labor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc508	1	1	kit	1	3	1	1	kit	kit	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc509	1	1	king	1	4	1	1	king	king	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc510	1	1	job	1	3	1	1	job	job	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc511	1	1	internet	1	8	1	1	internet	internet	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc512	1	1	honig	1	5	1	1	honig	honig	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc513	1	1	home	1	4	1	1	home	home	ADV	RB	NA	0	root	NA	SpacesAfter=\n
doc514	1	1	him	1	3	1	1	him	he	PRON	PRP	Case=Acc|Gender=Masc|Number=Sing|Person=3|PronType=Prs	0	root	NA	SpacesAfter=\n
doc515	1	1	heat	1	4	1	1	heat	heat	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc516	1	1	hate	1	4	1	1	hate	hate	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc517	1	1	governor	1	8	1	1	governor	governor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc518	1	1	government	1	10	1	1	government	government	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc519	1	1	gourry	1	6	1	1	gourry	gourry	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc520	1	1	god	1	3	1	1	god	god	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc521	1	1	giants	1	6	1	1	giants	giant	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc522	1	1	gala	1	4	1	1	gala	gala	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc523	1	1	faith	1	5	1	1	faith	faith	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc524	1	1	dr	1	2	1	1	dr	dr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc525	1	1	cultures	1	8	1	1	cultures	culture	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc526	1	1	crystal	1	7	1	1	crystal	crystal	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc527	1	1	conservatives	1	13	1	1	conservatives	conservative	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc528	1	1	congressman	1	11	1	1	congressman	congressman	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc529	1	1	congress	1	8	1	1	congress	congress	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc530	1	1	concern	1	7	1	1	concern	concern	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc531	1	1	blaze	1	5	1	1	blaze	blaze	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc532	1	1	baseball	1	8	1	1	baseball	baseball	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc533	1	1	bankers	1	7	1	1	bankers	banker	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc534	1	1	azita	1	5	1	1	azita	azita	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc535	1	1	aunt	1	4	1	1	aunt	aunt	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc536	1	1	adults	1	6	1	1	adults	adults	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc537	1	1	accolades	1	9	1	1	accolades	accolade	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
